Nome,Data de Criação,Pull Requests Aceitas,Total de Releases,Última Atualização,Linguagem Primária,Issues Fechadas,Issues Abertas
slidev,2021-04-24T01:25:23Z,654,381,2025-03-02T21:57:30Z,TypeScript,100,0
nativefier,2015-07-05T05:56:42Z,261,99,2025-03-02T21:13:22Z,TypeScript,97,3
Awesome-Design-Tools,2019-02-12T13:55:30Z,283,0,2025-03-02T20:38:14Z,JavaScript,25,16
955.WLB,2019-03-27T23:53:37Z,18,0,2025-03-02T20:01:27Z,N/A,33,67
lapce,2018-02-06T08:41:06Z,1159,31,2025-03-02T15:47:40Z,Rust,92,8
google-research,2018-10-04T18:42:48Z,29,0,2025-03-02T21:55:25Z,Jupyter Notebook,41,59
awesome-react-native,2015-03-26T19:58:06Z,912,0,2025-03-02T20:53:40Z,JavaScript,35,38
hackathon-starter,2013-11-13T17:24:12Z,326,16,2025-03-02T20:13:56Z,JavaScript,100,0
typeorm,2016-02-29T07:41:14Z,2028,32,2025-03-02T15:57:04Z,TypeScript,99,1
metasploit-framework,2011-08-30T06:13:20Z,10949,0,2025-03-02T19:18:45Z,Ruby,100,0
carbon,2017-06-16T02:50:28Z,669,215,2025-03-02T13:32:48Z,JavaScript,100,0
cli,2012-02-25T12:39:13Z,406,47,2025-03-02T21:13:05Z,Python,96,4
ccxt,2017-05-14T15:41:56Z,12558,140,2025-03-02T21:03:53Z,Python,100,0
ToolJet,2021-03-30T08:51:34Z,5579,284,2025-03-02T20:31:59Z,JavaScript,100,0
halo,2018-03-21T12:56:52Z,2415,208,2025-03-02T17:29:37Z,Java,100,0
compose,2013-12-09T11:40:58Z,3287,247,2025-03-02T21:34:20Z,Go,100,0
glide,2013-07-08T22:52:33Z,544,47,2025-03-02T17:54:33Z,Java,98,2
ChatTTS,2024-05-27T18:26:49Z,210,5,2025-03-02T19:40:04Z,Python,100,0
browser-use,2024-10-31T16:00:56Z,274,37,2025-03-02T21:55:31Z,Python,48,52
the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,592,0,2025-03-02T18:35:12Z,Go,0,0
system-design,2022-08-15T18:59:54Z,11,0,2025-03-02T17:45:59Z,N/A,20,1
vim-plug,2013-09-10T14:58:51Z,176,8,2025-03-02T17:26:22Z,Vim Script,100,0
TaskMatrix,2023-03-02T09:04:28Z,21,0,2025-03-02T18:23:00Z,Python,56,44
HanLP,2014-10-09T06:36:16Z,79,62,2025-03-02T18:17:59Z,Python,100,0
node-v0.x-archive,2009-05-27T16:29:46Z,218,0,2025-03-01T16:28:04Z,N/A,100,0
cal.com,2021-03-22T13:47:42Z,8998,394,2025-03-02T21:45:25Z,TypeScript,100,0
caffe,2013-09-12T18:39:48Z,1087,14,2025-03-02T12:36:06Z,C++,99,1
formik,2017-06-14T19:50:59Z,829,196,2025-03-02T19:05:23Z,TypeScript,99,1
clipboard.js,2015-09-18T23:04:55Z,117,42,2025-03-02T14:25:47Z,JavaScript,99,1
nushell,2019-05-10T16:59:42Z,7343,104,2025-03-02T21:50:41Z,Rust,100,0
awesome-javascript,2014-07-01T15:59:02Z,388,0,2025-03-02T14:05:45Z,N/A,87,4
12306,2017-05-17T12:23:40Z,31,1,2025-03-02T21:16:54Z,Python,98,2
marked,2011-07-24T13:15:51Z,1492,146,2025-03-02T19:54:41Z,TypeScript,100,0
spacedrive,2021-09-27T05:09:04Z,1880,25,2025-03-02T18:12:07Z,TypeScript,92,8
gold-miner,2015-11-04T03:29:13Z,3563,0,2025-03-02T17:20:39Z,N/A,100,0
REKCARC-TSC-UHT,2019-04-05T03:31:23Z,160,0,2025-03-02T17:25:01Z,HTML,30,1
union,2023-05-16T22:33:39Z,1971,76,2025-03-02T21:57:49Z,Rust,93,7
node,2024-05-13T23:20:40Z,29,3,2025-03-02T21:32:02Z,Shell,10,6
netty,2010-11-09T09:22:21Z,3954,0,2025-03-02T12:15:24Z,Java,98,2
Langchain-Chatchat,2023-03-31T12:12:45Z,616,31,2025-03-02T14:46:28Z,TypeScript,100,0
docs,2024-05-07T16:49:36Z,283,0,2025-03-02T21:32:14Z,MDX,13,14
awesome-shell,2014-07-07T01:57:42Z,307,0,2025-03-02T17:43:34Z,N/A,22,35
jieba,2012-09-29T07:52:01Z,96,9,2025-03-02T14:25:10Z,Python,55,45
react-beautiful-dnd,2017-08-09T03:37:15Z,530,68,2025-03-02T21:13:36Z,JavaScript,97,3
ink-kit,2024-11-04T16:32:17Z,86,0,2025-03-02T21:32:09Z,TypeScript,2,1
shadowsocks,2012-04-20T13:10:49Z,70,2,2025-03-02T12:40:14Z,Python,0,0
AndroidUtilCode,2016-07-30T18:18:32Z,88,117,2025-03-02T14:33:56Z,Java,99,1
sqlmap,2012-06-26T09:52:15Z,169,10,2025-03-02T21:07:37Z,Python,78,22
spring-boot-demo,2017-11-10T06:27:29Z,15,0,2025-03-02T20:52:36Z,Java,58,42
LeetCode-Go,2017-07-18T00:06:14Z,178,4,2025-03-02T17:06:09Z,Go,64,16
faiss,2017-02-07T16:07:05Z,137,18,2025-03-02T21:01:55Z,C++,99,1
AFNetworking,2011-05-31T21:28:44Z,710,40,2025-03-01T19:11:38Z,Objective-C,0,0
windows,2024-01-14T13:09:40Z,337,85,2025-03-02T20:52:02Z,Shell,99,1
pytorch-image-models,2019-02-02T05:51:12Z,439,65,2025-03-02T16:09:40Z,Python,99,1
framework,2013-01-10T21:27:28Z,15994,804,2025-03-02T18:19:32Z,PHP,100,0
brackets,2011-12-07T21:14:40Z,4332,69,2025-03-02T17:21:02Z,JavaScript,100,0
XX-Net,2015-01-15T09:35:51Z,362,388,2025-03-02T13:10:19Z,Python,98,2
husky,2014-06-23T12:14:21Z,262,80,2025-03-02T18:26:28Z,JavaScript,100,0
easyexcel,2018-02-06T03:14:08Z,190,14,2025-03-02T20:52:39Z,Java,100,0
leetcode,2018-09-16T14:03:03Z,3702,21,2025-03-02T17:40:27Z,Java,48,2
fastify,2016-09-28T19:10:14Z,2947,290,2025-03-02T21:53:23Z,JavaScript,100,0
zxing,2011-10-12T14:07:27Z,317,31,2025-03-02T21:35:55Z,Java,100,0
gulp,2013-07-04T05:26:06Z,405,23,2025-03-01T01:39:00Z,JavaScript,100,0
solid,2018-04-24T16:36:27Z,371,35,2025-03-02T19:42:57Z,TypeScript,100,0
NewPipe,2015-09-03T23:39:26Z,1608,135,2025-03-02T19:10:45Z,Java,99,1
Coursera-ML-AndrewNg-Notes,2017-11-04T10:04:08Z,13,0,2025-03-02T21:55:29Z,HTML,15,53
unsloth,2023-11-29T16:50:09Z,300,11,2025-03-02T21:15:46Z,Python,84,16
AgentGPT,2023-04-07T02:29:19Z,539,12,2025-03-02T21:34:22Z,TypeScript,89,11
immutable-js,2014-07-02T06:02:29Z,539,85,2025-03-02T14:36:18Z,TypeScript,98,2
JavaScript,2017-07-13T06:12:33Z,795,0,2025-03-02T19:26:51Z,JavaScript,100,0
payload,2021-01-05T18:49:45Z,4908,487,2025-03-02T21:49:44Z,TypeScript,100,0
linux-command,2016-11-12T15:44:26Z,347,30,2025-03-02T21:13:31Z,Markdown,68,32
milvus,2019-09-16T06:43:43Z,21214,109,2025-03-02T21:38:33Z,Go,100,0
ijkplayer,2013-06-03T04:12:04Z,35,0,2025-03-02T14:50:10Z,C,98,2
legado,2019-05-22T04:18:58Z,1079,115,2025-03-02T20:32:22Z,Kotlin,100,0
plane,2022-11-19T12:55:01Z,4981,40,2025-03-02T21:44:57Z,TypeScript,80,20
poetry,2018-02-28T15:23:47Z,2271,139,2025-03-02T19:45:55Z,Python,99,1
carbon-lang,2020-04-27T21:45:16Z,3609,238,2025-03-02T21:13:51Z,C++,92,8
ShadowsocksX-NG,2016-06-10T11:49:00Z,64,30,2025-03-02T21:56:26Z,Swift,97,3
Python,2011-11-30T09:04:08Z,1636,0,2025-03-02T20:34:11Z,Python,46,54
engineering-blogs,2015-06-13T18:25:17Z,681,0,2025-03-02T21:14:49Z,Ruby,74,22
chatbox,2023-03-06T12:22:15Z,53,47,2025-03-02T21:30:52Z,TypeScript,96,4
siyuan,2020-08-30T09:21:35Z,406,746,2025-03-02T21:56:30Z,TypeScript,100,0
harness,2014-02-07T07:54:44Z,1043,51,2025-03-02T19:16:23Z,Go,100,0
cline,2024-07-06T07:28:10Z,183,50,2025-03-02T21:22:53Z,TypeScript,100,0
gpt-pilot,2023-08-16T11:56:07Z,395,0,2025-03-02T18:13:19Z,Python,82,18
awesome-awesomeness,2014-07-08T05:44:19Z,197,0,2025-03-02T17:37:52Z,Ruby,52,16
zsh-autosuggestions,2013-10-26T16:09:37Z,114,0,2025-03-02T15:30:34Z,Shell,100,0
material-design-lite,2015-01-14T22:01:33Z,655,14,2025-03-02T21:58:59Z,HTML,100,0
portainer,2016-05-19T20:15:28Z,4777,138,2025-03-02T21:05:39Z,TypeScript,100,0
polars,2020-05-13T19:45:33Z,10411,204,2025-03-02T19:53:38Z,Rust,100,0
LLM101n,2024-05-27T00:23:38Z,0,0,2025-03-02T21:34:55Z,N/A,0,0
HEU_KMS_Activator,2019-06-23T00:49:35Z,0,40,2025-03-02T15:37:30Z,N/A,15,85
crawl4ai,2024-05-09T09:48:50Z,48,0,2025-03-02T21:39:45Z,Python,100,0
How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,98,0,2025-03-02T17:24:36Z,JavaScript,20,7
shardeum,2024-04-16T22:37:25Z,190,0,2025-03-02T21:57:55Z,TypeScript,23,13
certbot,2014-11-12T02:52:20Z,3885,57,2025-03-02T18:48:01Z,Python,99,1
openpose,2017-04-24T14:06:31Z,174,15,2025-03-02T18:02:33Z,C++,100,0
run,2022-04-10T05:42:40Z,172,0,2025-03-02T14:04:29Z,N/A,98,2
beego,2012-02-29T02:32:08Z,1310,39,2025-03-02T18:35:15Z,Go,100,0
chatgpt-web,2023-02-09T03:21:37Z,159,43,2025-03-02T18:12:00Z,Vue,100,0
vault,2015-02-25T00:15:59Z,19975,157,2025-03-02T17:50:21Z,Go,99,1
my-tv,2023-12-04T12:18:39Z,11,72,2025-03-02T14:20:26Z,C,95,5
mattermost,2015-06-15T06:50:02Z,18074,718,2025-03-02T21:38:01Z,TypeScript,100,0
swc,2017-12-22T11:40:14Z,5093,633,2025-03-02T18:21:08Z,Rust,100,0
selenium,2013-01-14T21:40:56Z,2580,102,2025-03-02T18:33:20Z,Java,100,0
modern-unix,2021-01-12T00:50:14Z,15,0,2025-03-02T17:33:16Z,N/A,30,51
AnotherRedisDesktopManager,2019-01-08T06:01:56Z,149,53,2025-03-02T19:28:43Z,JavaScript,100,0
android-open-project,2014-01-05T15:20:15Z,204,0,2025-03-02T18:32:19Z,N/A,74,11
RevokeMsgPatcher,2019-07-21T15:12:52Z,10,20,2025-03-02T18:45:10Z,C#,94,6
ControlNet,2023-02-01T02:43:30Z,5,0,2025-03-02T20:50:07Z,Python,47,53
bruno,2022-09-27T20:51:45Z,930,124,2025-03-02T18:26:29Z,JavaScript,88,12
jax,2018-10-25T21:25:02Z,12214,119,2025-03-02T21:53:30Z,Python,99,1
awesome-docker,2014-09-21T17:01:48Z,929,1,2025-03-02T21:20:40Z,N/A,100,0
graphql-engine,2018-06-18T07:57:36Z,2110,281,2025-03-02T21:03:44Z,TypeScript,100,0
awesome-php,2013-11-26T03:14:19Z,445,0,2025-03-02T21:13:10Z,N/A,99,1
detectron2,2019-09-05T21:30:20Z,0,10,2025-03-02T21:27:40Z,Python,96,4
nps,2018-11-04T13:22:51Z,74,59,2025-03-02T18:35:19Z,Go,99,1
C-Plus-Plus,2016-07-16T10:19:45Z,667,0,2025-03-02T19:25:04Z,C++,100,0
jq,2012-07-18T19:57:25Z,578,13,2025-03-02T21:13:06Z,C,98,2
yew,2017-12-16T14:19:02Z,1744,35,2025-03-02T19:53:26Z,Rust,96,4
ladybird,2024-05-30T09:18:10Z,2677,0,2025-03-02T21:59:54Z,C++,57,43
llvm-project,2016-12-07T09:39:33Z,38786,124,2025-03-02T21:14:19Z,LLVM,100,0
serenity,2018-12-02T19:28:41Z,19193,0,2025-03-02T21:45:15Z,C++,94,6
OpenVoice,2023-11-29T12:17:01Z,17,0,2025-03-02T21:54:04Z,Python,35,65
learnGitBranching,2012-08-13T22:36:09Z,589,0,2025-03-02T09:01:19Z,JavaScript,100,0
swr,2019-10-28T18:16:01Z,781,118,2025-03-02T17:29:32Z,TypeScript,100,0
fairseq,2017-08-29T16:26:12Z,233,16,2025-03-02T20:03:31Z,Python,100,0
rxjs,2015-03-15T06:17:10Z,2588,2,2025-03-02T03:46:45Z,TypeScript,100,0
vimrc,2012-05-29T16:19:29Z,107,0,2025-03-02T20:32:09Z,Vim Script,100,0
remote-jobs,2015-10-13T03:49:25Z,1250,0,2025-03-02T20:59:22Z,JavaScript,95,5
spaCy,2014-07-03T15:15:40Z,3581,127,2025-03-02T21:55:37Z,Python,100,0
html2canvas,2011-07-16T01:05:58Z,186,45,2025-03-02T12:46:00Z,TypeScript,100,0
HowToLiveLonger,2022-04-16T04:15:18Z,13,0,2025-03-02T14:53:38Z,N/A,87,13
ShareX,2013-10-08T23:32:10Z,744,80,2025-03-02T21:47:15Z,C#,100,0
MS-DOS,2018-06-25T18:26:02Z,37,0,2025-03-02T19:43:11Z,Assembly,0,0
aseprite,2014-08-19T23:44:50Z,353,116,2025-03-02T18:47:00Z,C++,87,13
jQuery-File-Upload,2010-12-01T15:35:32Z,119,0,2025-03-01T01:05:54Z,PHP,100,0
lottie-web,2015-02-20T21:02:59Z,136,0,2025-03-02T06:42:08Z,JavaScript,100,0
nacos,2018-06-15T06:49:27Z,2951,76,2025-03-02T21:46:15Z,Java,97,3
Blog,2017-03-13T10:04:33Z,3,0,2025-02-28T07:45:06Z,N/A,40,60
pnpm,2016-01-28T07:40:43Z,2454,987,2025-03-02T18:42:40Z,TypeScript,100,0
pytorch-tutorial,2017-03-10T07:41:47Z,28,0,2025-03-02T20:25:26Z,Python,87,13
remix,2020-10-26T19:57:28Z,3372,156,2025-03-02T18:17:01Z,TypeScript,100,0
outline,2016-05-22T21:31:47Z,2678,141,2025-03-02T20:18:12Z,TypeScript,100,0
LocalAI,2023-03-18T22:58:02Z,3106,69,2025-03-02T20:06:11Z,Go,90,10
floating-ui,2016-03-29T17:00:47Z,1117,468,2025-03-02T21:47:26Z,TypeScript,100,0
etcher,2015-10-27T16:53:23Z,1727,285,2025-03-02T19:54:50Z,TypeScript,97,3
full-stack-fastapi-template,2019-02-23T15:08:34Z,377,10,2025-03-02T20:35:39Z,TypeScript,91,9
WxJava,2016-01-06T08:24:05Z,988,30,2025-03-02T18:53:06Z,Java,100,0
dotfiles,2011-09-05T18:07:54Z,44,0,2025-03-02T21:56:25Z,Shell,75,25
p3c,2017-06-23T06:15:51Z,62,0,2025-03-02T14:56:18Z,Kotlin,100,0
winutil,2022-04-28T02:25:19Z,767,17,2025-03-02T21:59:35Z,PowerShell,100,0
cockroach,2014-02-06T00:18:47Z,63264,0,2025-03-02T16:29:04Z,Go,100,0
echo,2015-03-01T17:43:01Z,586,108,2025-03-02T21:54:54Z,Go,100,0
libpku,2018-11-22T13:33:06Z,22,0,2025-03-02T11:32:02Z,TeX,31,10
v2ray-core,2019-04-15T10:05:54Z,867,101,2025-03-02T21:13:45Z,Go,100,0
CyberChef,2016-11-28T10:34:07Z,476,447,2025-03-02T16:06:37Z,JavaScript,95,5
slate,2016-06-18T01:52:42Z,1878,186,2025-03-02T18:19:33Z,TypeScript,100,0
YesPlayMusic,2020-10-09T10:04:21Z,283,31,2025-03-02T21:50:50Z,Vue,98,2
rufus,2011-11-19T19:12:05Z,1,81,2025-03-02T18:50:26Z,C,100,0
mmdetection,2018-08-22T07:06:06Z,2359,53,2025-03-02T20:04:22Z,Python,99,1
spring-boot-examples,2016-11-05T05:32:33Z,7,0,2025-03-02T20:52:53Z,Java,96,4
lede,2017-09-06T07:39:03Z,1985,6,2025-03-02T21:54:30Z,C,100,0
linux-insides,2015-01-03T18:44:57Z,577,0,2025-03-02T15:32:44Z,Python,90,10
NeteaseCloudMusicApi,2016-06-22T11:58:03Z,292,0,2025-03-02T17:02:05Z,N/A,100,0
chatbot-ui,2023-03-11T14:53:14Z,281,0,2025-03-02T20:43:01Z,TypeScript,100,0
manim,2020-05-19T02:37:13Z,1833,29,2025-03-02T21:43:56Z,Python,96,4
tabby,2023-03-16T09:18:01Z,2693,194,2025-03-02T21:51:44Z,Rust,98,2
awesome-cto,2016-12-16T19:22:18Z,12,0,2025-03-02T21:27:47Z,N/A,9,2
Sortable,2013-12-19T10:10:13Z,246,30,2025-03-02T19:38:15Z,JavaScript,100,0
calculator,2019-01-28T17:55:49Z,883,0,2025-03-02T19:38:58Z,C++,75,25
qBittorrent,2012-02-04T09:37:46Z,3732,0,2025-03-02T17:23:17Z,C++,98,2
symfony,2010-01-04T14:21:21Z,23466,539,2025-03-02T21:35:48Z,PHP,100,0
refine,2021-01-20T12:01:32Z,4313,1000,2025-03-02T16:58:14Z,TypeScript,100,0
HEAD,2016-04-20T20:05:37Z,86,0,2025-03-02T19:59:56Z,N/A,73,20
bulletproof-react,2021-05-30T14:47:16Z,69,0,2025-03-02T18:45:44Z,TypeScript,72,28
layui,2015-09-22T08:12:03Z,534,136,2025-03-02T19:59:59Z,JavaScript,100,0
go-zero,2020-08-07T15:37:57Z,2177,127,2025-03-02T18:19:37Z,Go,100,0
Umi-OCR,2022-03-28T04:01:46Z,45,30,2025-03-02T21:19:23Z,Python,89,11
dokku,2013-06-08T10:26:57Z,3930,294,2025-03-02T21:46:18Z,Shell,100,0
minikube,2016-04-15T22:38:35Z,8419,150,2025-03-02T20:54:21Z,Go,100,0
sharp,2013-08-19T20:24:24Z,289,88,2025-03-02T21:59:31Z,JavaScript,99,1
webtorrent,2013-10-15T08:16:40Z,934,210,2025-03-02T19:29:30Z,JavaScript,99,1
interactive-coding-challenges,2015-04-28T21:36:39Z,176,0,2025-03-02T21:14:02Z,Python,32,36
jsPDF,2009-12-06T14:56:32Z,713,34,2025-03-02T21:01:30Z,JavaScript,99,1
mpv,2012-10-13T08:08:44Z,3290,86,2025-03-02T20:52:03Z,C,100,0
Real-ESRGAN,2021-07-19T03:23:30Z,21,10,2025-03-02T21:36:40Z,Python,55,45
stanford_alpaca,2023-03-10T23:33:09Z,6,0,2025-03-02T18:44:38Z,Python,59,41
lossless-cut,2016-10-30T10:49:56Z,192,99,2025-03-02T20:18:08Z,TypeScript,99,1
bubbletea,2020-01-10T21:04:03Z,574,56,2025-03-02T21:33:24Z,Go,93,7
Reactive-Resume,2020-03-25T14:08:22Z,633,95,2025-03-02T21:07:30Z,TypeScript,100,0
sequelize,2010-07-22T07:11:11Z,4848,484,2025-03-02T18:37:51Z,TypeScript,99,1
vue-cli,2015-12-26T23:11:20Z,1258,177,2025-03-01T20:24:46Z,JavaScript,100,0
foundation-sites,2011-10-13T23:05:42Z,2958,79,2025-03-02T12:27:17Z,HTML,100,0
fabric.js,2010-06-09T22:24:38Z,2223,165,2025-03-02T18:15:34Z,JavaScript,100,0
fabric,2024-01-03T23:18:31Z,268,102,2025-03-02T19:01:53Z,Go,95,5
editor.js,2015-11-28T20:56:35Z,860,100,2025-03-02T21:58:09Z,TypeScript,100,0
stats,2019-05-29T19:24:56Z,402,285,2025-03-02T21:56:34Z,Swift,100,0
AI-Expert-Roadmap,2020-10-24T21:49:40Z,13,0,2025-03-02T18:06:24Z,JavaScript,46,19
influxdb,2013-09-26T14:31:10Z,10281,87,2025-03-02T20:42:45Z,Rust,100,0
leakcanary,2015-04-29T23:54:16Z,919,43,2025-03-02T14:34:02Z,Kotlin,100,0
hutool,2014-04-13T07:23:51Z,424,149,2025-03-02T20:10:49Z,Java,100,0
servo,2012-02-08T19:07:25Z,18634,0,2025-03-02T21:33:11Z,Rust,100,0
kafka,2011-08-15T18:06:16Z,10752,0,2025-03-02T20:16:54Z,Java,0,0
uppy,2015-11-16T12:32:33Z,2966,133,2025-03-02T18:53:22Z,TypeScript,100,0
project-guidelines,2017-06-30T10:17:55Z,114,0,2025-03-01T13:50:04Z,JavaScript,29,9
netron,2010-12-26T12:53:43Z,1,4,2025-03-02T21:55:43Z,JavaScript,98,2
react-boilerplate,2015-02-18T14:36:32Z,715,16,2025-03-02T15:07:44Z,JavaScript,100,0
phantomjs,2010-12-27T08:18:58Z,562,0,2025-03-02T18:34:56Z,C++,100,0
comprehensive-rust,2022-12-21T15:17:24Z,2040,0,2025-03-02T19:43:02Z,Rust,67,33
OpenAPI-Specification,2014-03-03T16:53:36Z,1263,12,2025-03-02T20:18:38Z,Markdown,99,1
backstage,2020-01-24T22:39:49Z,17757,407,2025-03-02T19:43:31Z,TypeScript,100,0
500lines,2013-11-04T02:02:53Z,175,0,2025-03-01T11:39:56Z,JavaScript,39,31
directus,2012-12-12T01:35:36Z,7762,329,2025-03-02T21:16:47Z,TypeScript,100,0
Mr.-Ranedeer-AI-Tutor,2023-03-31T12:37:26Z,19,3,2025-03-02T19:23:49Z,N/A,34,13
roop,2023-05-28T14:37:54Z,82,6,2025-03-02T21:43:06Z,Python,0,0
ruoyi-vue-pro,2021-01-24T03:18:25Z,55,34,2025-03-02T16:00:28Z,Java,100,0
tqdm,2015-06-03T13:13:14Z,287,131,2025-03-02T21:59:16Z,Python,93,7
particles.js,2014-09-06T14:29:47Z,21,6,2025-03-02T10:06:24Z,JavaScript,37,63
apollo,2016-03-04T10:24:23Z,1421,41,2025-03-02T13:48:53Z,Java,99,1
GPTs,2023-11-11T03:24:16Z,45,0,2025-03-02T21:12:45Z,N/A,21,6
Hover,2014-01-02T14:27:35Z,23,10,2025-03-01T03:26:00Z,SCSS,81,19
awesome-macos-command-line,2015-09-22T19:37:55Z,104,0,2025-03-02T19:42:15Z,N/A,0,0
standard,2015-01-27T01:23:31Z,412,7,2025-03-02T16:06:45Z,JavaScript,100,0
paper-reading,2021-10-22T06:34:51Z,14,0,2025-03-02T16:51:40Z,N/A,0,0
es6features,2014-03-03T18:29:30Z,41,0,2025-03-01T18:20:19Z,N/A,36,21
rocksdb,2012-11-30T06:16:18Z,606,200,2025-03-02T16:08:23Z,C++,100,0
algo,2016-05-15T03:42:48Z,530,2,2025-03-02T20:10:07Z,Jinja,96,4
data-engineering-zoomcamp,2021-10-21T09:32:50Z,380,0,2025-03-02T21:44:56Z,Jupyter Notebook,100,0
alpine,2019-11-28T13:51:55Z,655,136,2025-03-02T21:08:47Z,HTML,100,0
awesome-python-cn,2015-11-03T09:50:50Z,51,0,2025-03-02T16:18:26Z,Makefile,18,13
MonitorControl,2017-09-16T21:13:40Z,213,26,2025-03-02T20:47:39Z,Swift,100,0
cheerio,2011-10-09T04:23:20Z,2620,58,2025-03-02T18:55:07Z,TypeScript,100,0
COVID-19,2020-02-04T22:03:53Z,2152,0,2025-03-02T14:06:04Z,N/A,73,27
pytorch-lightning,2019-03-31T00:45:57Z,8833,163,2025-03-02T21:55:42Z,Python,100,0
folly,2012-06-01T20:49:04Z,12,229,2025-03-02T13:00:09Z,C++,100,0
tiptap,2018-08-20T19:58:58Z,1031,850,2025-03-02T21:52:45Z,TypeScript,100,0
puter,2024-03-03T01:44:32Z,476,8,2025-03-02T22:00:10Z,JavaScript,87,13
CheatSheetSeries,2018-12-21T14:26:43Z,1000,0,2025-03-02T17:06:15Z,Python,100,0
weekly,2017-03-20T06:10:04Z,136,193,2025-03-02T15:24:24Z,JavaScript,99,1
swift-algorithm-club,2016-01-26T17:56:12Z,610,0,2025-03-02T17:44:28Z,Swift,100,0
numpy,2010-09-13T23:02:39Z,12415,125,2025-03-02T21:25:36Z,Python,98,2
Data-Science-For-Beginners,2021-03-03T16:30:15Z,293,0,2025-03-02T21:44:23Z,Jupyter Notebook,86,14
k3s,2018-05-31T01:37:46Z,3748,834,2025-03-02T21:46:20Z,Go,99,1
django-rest-framework,2011-03-02T17:13:56Z,2978,19,2025-03-02T20:35:39Z,Python,0,0
composer,2011-06-08T08:53:00Z,2898,210,2025-03-02T17:21:54Z,PHP,100,0
canal,2013-01-13T10:59:52Z,463,32,2025-03-02T07:35:51Z,Java,97,3
docsify,2016-11-20T07:55:43Z,692,14,2025-03-02T15:45:11Z,JavaScript,100,0
croc,2017-10-17T15:20:18Z,228,172,2025-03-02T16:25:23Z,Go,100,0
css-protips,2015-08-29T12:29:03Z,70,0,2025-03-02T18:09:41Z,N/A,59,1
surrealdb,2021-12-09T15:03:29Z,1831,66,2025-03-02T16:35:09Z,Rust,85,15
mediapipe,2019-06-13T19:16:41Z,201,59,2025-03-02T14:34:04Z,C++,100,0
cobalt,2022-07-08T18:12:55Z,201,0,2025-03-02T21:49:07Z,Svelte,93,7
lux,2018-02-24T11:29:03Z,296,86,2025-03-02T19:19:47Z,Go,90,10
CasaOS,2021-09-26T02:33:09Z,267,96,2025-03-02T20:45:39Z,Go,96,4
k9s,2019-01-25T18:46:02Z,742,233,2025-03-02T18:35:30Z,Go,99,1
server,2016-06-02T07:44:14Z,25944,309,2025-03-02T21:55:34Z,PHP,100,0
lighthouse,2016-03-08T01:03:11Z,5325,117,2025-03-02T16:17:53Z,JavaScript,99,1
todomvc,2011-06-03T19:56:33Z,760,6,2025-03-02T12:53:32Z,JavaScript,100,0
consul,2013-11-04T22:15:27Z,13524,199,2025-03-02T12:54:16Z,Go,100,0
Hello-Python,2022-08-03T17:14:53Z,0,0,2025-03-02T21:08:50Z,Python,86,14
fish-shell,2012-05-10T03:00:55Z,2010,46,2025-03-02T21:48:44Z,Rust,98,2
python-guide,2011-03-15T03:24:20Z,683,0,2025-03-02T21:08:10Z,Batchfile,78,22
postcss,2013-09-24T23:06:48Z,745,265,2025-03-02T18:19:40Z,TypeScript,100,0
SpringAll,2018-05-02T02:48:44Z,1,0,2025-03-02T15:04:59Z,Java,27,21
slick,2014-03-24T02:10:05Z,249,48,2025-03-02T13:03:34Z,JavaScript,99,1
linkedin-skill-assessments-quizzes,2019-07-13T19:52:56Z,5638,1,2025-03-02T21:50:38Z,N/A,100,0
react-spring,2018-03-07T15:39:32Z,429,50,2025-03-02T20:38:05Z,TypeScript,99,1
handson-ml2,2019-01-08T03:49:07Z,64,0,2025-03-02T16:16:52Z,Jupyter Notebook,88,12
vuex,2015-07-16T04:21:26Z,656,51,2025-03-02T11:05:13Z,JavaScript,100,0
aider,2023-05-09T18:57:49Z,188,81,2025-03-02T21:28:35Z,Python,98,2
Free-Certifications,2020-07-31T10:26:19Z,115,0,2025-03-02T17:37:34Z,N/A,67,29
llama3,2024-03-15T17:57:00Z,24,0,2025-03-02T18:00:04Z,Python,45,55
machine-learning-for-software-engineers,2016-10-09T21:20:25Z,60,0,2025-03-02T20:32:05Z,N/A,9,17
xxl-job,2015-11-28T12:59:34Z,109,36,2025-03-02T20:53:01Z,Java,99,1
plyr,2015-02-14T11:33:07Z,384,88,2025-03-02T08:37:05Z,JavaScript,91,9
android_guides,2013-06-19T10:24:45Z,10,0,2025-03-02T14:34:06Z,N/A,79,21
Clone-Wars,2020-12-02T11:10:16Z,130,0,2025-03-02T20:51:30Z,N/A,70,11
UTM,2019-04-12T16:09:24Z,249,118,2025-03-02T20:21:51Z,Swift,95,5
react-three-fiber,2019-02-25T14:31:51Z,634,119,2025-03-02T21:54:30Z,TypeScript,100,0
spring-cloud-alibaba,2017-12-01T20:49:15Z,1063,47,2025-03-02T20:53:04Z,Java,99,1
async,2010-06-01T21:01:30Z,554,7,2025-02-28T13:44:15Z,JavaScript,100,0
trilium,2017-05-23T00:30:20Z,250,297,2025-03-02T21:51:38Z,JavaScript,93,7
tinygrad,2020-10-18T16:23:12Z,6175,11,2025-03-02T21:36:44Z,Python,100,0
JavaScript30,2016-12-07T19:15:31Z,153,0,2025-03-02T14:08:42Z,HTML,0,0
